names,P_46,P_45,P_44,P_42,P_38,P_37,P_35,P_33,P_32,P_30,P_29,P_28,P_27,P_26,P_25,P_23,P_22,P_21,P_20,P_19,P_18,P_17,P_16,P_15,P_9,P_8,P_6,P_5,P_4,P_2,P_1,NOP_31,NOP_30,NOP_29,NOP_28,NOP_27,NOP_24,NOP_23,NOP_22,NOP_21,NOP_20,NOP_19,NOP_18,NOP_17,NOP_15,NOP_14,NOP_13,NOP_12,NOP_11,NOP_10,NOP_8,NOP_7,NOP_6,NOP_2,NOP_1
Leuconostoc_mesenteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02204,0,0.1716,0,0,0,0,0,0.01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuconostoc_pseudomesenteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_ceti,0.00572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_cibaria,0,0,0,0.01232,0,0.02383,0,0,0.22609,0,0,0,0,0,0,0,0,0.42743,0,0.04806,0.0047,0,0.03421,0,0,0.12173,0.00732,0.40307,0.04578,0,0,0,0.00522,0,0,0,0,0.0428,0.0125,0.01413,0,0,0.00324,0,0,0.54241,0.24267,0.07661,0,0,0,0,0,0,0
Weissella_confusa,0.00517,0,0,0.00019,0,0.00584,0.00749,0.00504,0.1886,0,0.00962,0,0,0,0,0,0,0.3445,0,0,0,0,0.01076,0,0,0.00976,0.02669,0.34043,0.27065,0,0,0,0,0,0.01156,0,0,0.12769,0.00733,0.00397,0,0,0.04531,0.00084,0,0.15663,1.71087,0,0,0,0,0,0,0,0
Weissella_halotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_hellenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0
Weissella_jogaejeotgali,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_thailandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_viridescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07134,0,0,0,0,0,0,0,0,0,0,0.01639,0,0.00784,0.04089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0,0,0,0,0,0,0
Lactococcus_garvieae,2.10122,0.10442,0,0,0.16444,0,0.00704,0,0.18815,0,0,0.00504,0.00277,0.18655,0,0,0,0.64221,0,0,0,0,0,0,0.00219,4.02778,0.00132,0.44805,0,0.29596,0,0,0,0,0,0,0,0,0.00074,0.00042,0,0,0.10589,0,0,0.03956,0.28239,0,0,0.02832,0,0,0,0.09205,0
Lactococcus_lactis,0,4.48101,0,0,0,0.00215,0,0,0.02016,0.03376,0,0,0,0,0,0,0,0.00543,0,0,0,0,0.2754,0,0,0.20082,0.0089,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05729,0,0.79922,0.00261,0,0,0,0,0,0,0,0.00038,0
Lactococcus_petauri,2.71346,0.00184,0,0.01704,0.27072,0,0.00361,0,0.36175,0,0,0,0.13107,0.39424,0,0,0,0.01533,0,0.00356,0,0,0,0,0.00954,7.13852,0.00412,0.95407,0.02178,0.7099,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.16746,0,0,0.05197,0.34111,0,0,0,0,9.00E-05,0,0.14249,0
Lactococcus_piscium,0,0,0,0.2534,0.11185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247,0,0.00111,0.00214,0,0,0.07175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus_plantarum,0,0,0,0,0,0.00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus_raffinolactis,0,0,0,0.00079,0.00056,0,0,0,0.04783,0,0.00041,0,0,0.02755,0,0,0.00121,0,0,0,0,0,0,0,0,0.05447,0,0,0,0,0,0,0,0,0,0,0,0,0.02289,0.02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_agalactiae,0,0,0.01785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07524,0,0,0,0
Streptococcus_anginosus_group,0.04053,0.04036,0.00814,0.05369,0.00726,0.01041,0.01359,0.00794,0.01261,0.00543,0,0,0.00481,0,0.00069,0.0006,0.01291,0.07577,0.00837,0.01341,0.00327,0,0.00942,0,0.14171,0.01002,0.00143,0.00447,0.0034,0.02753,1.41942,0.00529,0.00082,0.00329,0,0.011,0.00788,0.02704,0.0088,0.00805,0,0.00405,0.02856,0,0.00645,0,0.00593,0,0.01641,0.00874,0.09912,0,0,0,0.02481
Streptococcus_australis,0.03628,0.00486,0,0,0.00247,0.02416,0,0.00869,0.03752,0.05878,0,0.00576,0,0.00687,0,0.02428,0.02056,0.0104,0.01583,0.00457,0.00113,0.00854,0.01273,0,0,0.02107,0.02096,0,0,0.02485,0.19988,0.00107,0.00466,0,0,0.00644,0,0.01378,0.01258,0.01962,0.00065,0.00577,0.01673,0,0.01586,0,0.00206,0.00068,0.00735,0,0.22504,0,0.00513,0,0
Streptococcus_cristatus,0.01394,0,0,0.01893,0,0.00083,0,0,0,0,0.00416,0,0,0,0,0.03215,0.01387,0.00722,0,0,0.00145,0.00068,0,0,0,0.00058,0,0,0,0,0.25463,0,0,0,0,0.00758,0,0.00208,0.00305,0,0,0.00073,0.01047,0,0,0,0.00361,0.00301,0.00275,0,0,0,0.00307,0,0.00318
Streptococcus_downei,0,0,0,0,0,0.01501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_gallolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_gordonii,0,0.0045,0.00254,0.10379,0,0.01007,0.00469,0.00112,0.00199,0.00471,0,0,0.00253,0,0,0,0,0.01034,0.00211,0,0,0,0.01459,0,0.02266,0.01829,0.00967,0.02051,0,0.02755,0.25757,0,0,0,0,0,0.00152,0.00031,0.00448,0.0082,0.00185,0,0,0,0.00192,0,0.00433,0,0,0.0167,0,0,0,0.01131,0.0078
Streptococcus_infantarius,0,0,0.00068,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997,0,0,0,0.06763,0,0,0,0,0,0,0.00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_infantis,0.00862,0.0219,0.00131,0.01536,0.00426,0.00758,0,0.002,0.0452,0,0.03369,0.00417,0.00487,0,0,0.03433,0.0137,0.0062,0.00723,0.00507,0.00652,0.00123,0.00941,0,0.0038,0.05068,0.02604,0.00047,0,0.00709,0.28852,0.00974,0.01021,0.00736,0.00252,0.01304,0,0.0055,0.02147,0.01306,0,0,0,0,0,0,0.06378,0,0.00656,0.00821,0.01123,0,0.00076,0.00434,0.02439
Streptococcus_lutetiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5155,0,0,0,1.77133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_macedonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0,0.12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_milleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0.01297,0,0.01208,0,0.0025,0,0,0.09206,0,0.00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_mitis,0.13942,0.02534,0.01406,0.02542,0.00221,0.0294,0,0.01999,0.00885,0.00369,0.04338,0.02691,0.00301,0,0,0.02952,0.05931,0.00864,0.00638,0.02712,0.02863,0.00463,0.00853,0,0.05926,0.04402,0,0.02908,0.0196,0.00915,1.01291,0.00748,0.00394,0.00867,0.00334,0.00703,0.01304,0.05007,0.02246,0.03155,0.00281,0.0061,0.00087,0,0.00864,0.00378,0.01892,0.00975,0.10366,0.02912,0.00304,0,0.01579,0.00324,0.03334
Streptococcus_mutans,0.00805,0.10916,0,0.02171,0,0,0.02638,0,0,0,0,0,0.01056,0.00122,0,0.13474,0.02246,0.01374,0,0.02318,0.03462,0,0.04108,0,0.00716,0.0701,0.00719,0,0.08293,0,0,0,0,0.11037,0,0,0.04225,0.00039,0,0,0,0.01442,0.00181,0,0,0,0.03863,0.01612,0,0.03858,0,0,0,0.11174,0
Streptococcus_oralis,0.04572,0.06405,0.00137,0.07832,0,0.01445,0,0.02049,0.00475,0.01099,0.01798,0.00318,0.00666,0,0.00279,0.04798,0.05464,0.05052,0.0127,0.04084,0.0268,0.00802,0.01273,0,0.01925,0.04556,0.00492,0.00636,0,0.00227,1.08764,0,0.00188,0.01735,0.00787,0.00368,0.00222,0.02032,0.07783,0.061,0.00214,0.00214,0,0,0,0.00157,0.01541,0,0.03726,0.01041,0.01054,0,0.00448,0.00654,0.02261
Streptococcus_parasanguinis,0.01255,0.36365,0.08594,1.51045,0.12704,0.24054,0.34286,0.20059,0.44916,0.15648,1.03719,0.06846,0.09539,0,0.00297,1.06969,0.20261,0.01112,0.20892,0.23679,0.19527,0.00464,0.04466,0.04606,0.63165,0.37638,0.1121,0.04664,0.1489,0.01717,2.22042,0.20628,0.07544,0.09105,0.10752,0.20875,0.08702,0.28968,0.01879,0.02294,0,0.0846,0,0.00533,0.00814,0.71107,0.55856,0.08617,0.04099,0.55469,0.13504,0.00227,0.0066,0.10981,0.45256
Streptococcus_parauberis,0,0.03883,0,0,0.02279,0,0,0,0.03904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0.00213,0,0,0.00103,0,0,0.00323,0.00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_pasteurianus,0,0.67146,0,0,0,0,0,0,0.02843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07417,0.10818,0.28099,0,0,0,0,0.32224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_pluranimalium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_pyogenes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0,0,0,0,0,0,0
Streptococcus_salivarius,1.14601,2.66374,0.15013,2.5615,0.20138,4.67238,2.55359,0.25776,0.96127,0.07773,0.80948,0.51327,0.10776,0,0.02824,1.73912,3.06291,5.58306,0.54802,2.06346,0.50117,0.12265,1.23297,0.90076,1.40239,0.9197,1.37441,0.1544,0.35875,0.62352,8.88054,0.6759,0.64731,0.43603,0.32577,1.89932,0.05959,0.75932,0.76901,0.67408,0.03229,0.54394,0.02529,0.09464,0.09091,1.53907,1.27759,1.30132,0.08529,3.83788,0.64777,0.02966,0.76055,0.45279,2.19589
Streptococcus_sanguinis,0.09305,0.05764,0,0.00515,0.00792,0.01139,0,0.00282,0.00865,0.01387,0.01509,0.00702,0.0363,0.01496,0,0.12716,0.10627,0,0.00297,0.01764,0.02513,0.00715,0.0374,0,0.0187,0.0257,0.00776,0.02161,0.00553,0.07147,0.84551,0,0.00662,0.01757,0.0045,0.00515,0.00225,0.00424,0.01,0.00181,0.00574,0,0.02253,0,0,0.03506,0.01063,0.0346,0.0525,0.1165,0.00672,0,0.03094,0.0229,0.01554
Streptococcus_sinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117,0.00294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0,0.001,0,0,0.00344,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sobrinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_A12,0.02885,0.02105,0,0,0.00187,0.0082,0,0,0.00274,0.00399,0.00144,0.00574,0,0.00572,0,0.00882,0.00838,0.00047,0.00334,0,0.00091,0.00071,0.0017,0,0,0.02673,0.00125,0.00232,0,0.00311,0.02677,0,0.00318,0,0,0,0,0.00615,0,0,0.00528,0,0.0239,0,0.00615,0,0.01739,0.00297,0,0.00055,0,0,0,0,0.00435
Streptococcus_sp_F0442,0,0.00549,0,0,0.00049,0.0027,0.00156,0,0.00251,0.00194,0.00082,0,0,0,0,0.00444,0,0,0.00065,0,0,0,0,0,0.00832,0.00062,0.00071,0,0,0,0.2603,0,0,0.00905,0,0,0,0,0,0,0,0,0,0,0,0,0.01277,0.00126,0,0.01328,0,0,0.00648,0,0.00393
Streptococcus_sp_HMSC034E03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_HMSC067H01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_HPH0090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_M334,0,0,0,0,0,0,0,0,0,0.00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_SK643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sp_oral_taxon_058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_thermophilus,0.00723,0.06526,0,0,0,0.00132,0.00786,0,0.00268,0.02781,0,0,0,2.02625,0,0,0,0.00096,18.73826,0,2.658,0,2.8076,0,0,0.00852,0,0,0,3.04224,0,0,0,0.00925,0,7.56692,0,0,0,0,1.81384,0.8458,0,0,1.21089,0,0,0,0,0.01409,0.00888,0,0,0,0
Streptococcus_vestibularis,0.24732,0.39007,0.07148,0.061,0,0.08464,0.00612,0.0429,0.00436,0.01995,0.02138,0,0.01173,0.00367,0,0.06911,0.00903,0,0.04034,0,0.01829,0,0.02791,0,0.26109,0.0315,0.08787,0.0463,0.0191,0.04788,5.77733,0,0,0.02793,0,0.00342,0.03302,0.01039,0.00815,0.01668,0,0,0.2167,0,0,0,0.02376,0,0.00559,0.15963,0,0,0,0,0.00439
Streptococcus_viridans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catabacter_hongkongensis,0.14141,0.0241,0,0,0.02934,0.01858,0.01602,0,0,0.00987,0,0,0,0,0,0,0,0,0,0.09667,0.01246,0.02068,0.01528,0.11027,0.1269,0,0.10358,0,0.02369,0.01565,0,0,0,0.00121,0,0,0.01013,0,0,0,0.00877,0.03149,0.00317,0,0,0,0,0,0,0,0,0.07522,0.05573,0.02896,0
Christensenella_minuta,0,0,0,0,0,0,0.04035,0,0,0,0,0,0,0,0,0,0,0,0,0.01009,0,0,0,0,0.02025,0.00015,0,0,0,0.21833,0,0,0,0,0,0,0,0,0,0,0,0.03228,0,0,0,0,0,0,0,0,0,0.03037,0.23936,0.07104,0.00529
Butyricicoccus_pullicaecorum,0,0,0,0,0,0,0,0.05645,0,0,0,0,0.27161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01336,0,0,0,0,0,0,0,0.02504,0,0,0,0,0,0,0,0,0
Clostridium_baratii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_bolteae_CAG_59,0,0,0,0,0,0,0,0,0,0,0.02031,0,0,0,0,0.00034,0,0,0,0,0.02769,0,0,0.01034,0,0.00144,0,0,0,0,0,0,0,0,0,0.50567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0,0,0.00137,0.01371,0.0082
Clostridium_butyricum,0,0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_celatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02136,0,0,0,0,0
Clostridium_disporicum,0,0.33376,0,0,0,0,0.02217,0,0.003,0,0,0,0,0,0,1.18245,0.00809,0,0,0.17434,0,0,0.02045,0,0,0.00631,0,0,0,0,0,0.02257,0,0,0,0.05471,0.58212,0.00818,0,0,0,0.032,0.04249,0,0,0,0,0,0,0.06043,0,0,0,0,0
Clostridium_paraputrificum,0,0,0,0,0,0,0.00319,0,0,0,0,0,0,0,0,0,0,0.02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_perfringens,0,0.47758,0,0,0,0,0.00049,0,0,0,0,0,0,0.0135,0,0,0.02421,0.09328,0,0,0.07958,0,0,0.19628,0,0,0,0,0.26333,0.0098,0.02267,0,0,0,0,0.05419,0,0,0,0,0,0.00292,0.08477,0,0,0,0.05179,0,0,0.03557,0,0,0,0,0.34692
Clostridium_sp_CAG_242,0,0,0,0,0,0,0.01229,0,0,0,0,0,0,0.05267,0.00659,0.24139,0,0,0,0,0,0,0.01596,0,0,0,0,0,0,0,0,0,0.01259,0,0,0,0,0,0,0,0.01031,0.00363,0,0,0,0,0,0,0,0.0157,0,0,0,0.23937,0
Clostridium_sp_CAG_253,0,0,0,0,0.01017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_CAG_299,0.1113,0.02066,0,0.04215,0,0.23164,0.00136,0,0,0,0,0.1413,0,0.00367,0.04202,0,0.00424,0,0,0,0.03522,0,0.00345,0.48273,0.00528,0,1.17152,0.02967,0,0,0,0,0.04794,0,0,0,0,0.02528,0.02065,0.01869,0.37601,0,0,0.02301,0,0,0,0.1196,0,0,0.02264,0.00872,0,0.05242,0
Clostridium_sp_CAG_510,0.02999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sp_CAG_58,0,0,0.07024,0,0.59878,0.46938,0,0,0.74591,0.00978,0,0.28846,0,0,0,1.15925,0.07142,0,0,0.25878,1.71728,0,0.06187,0.16204,0.02507,0,0.1317,0,0.46346,0.04097,0,0,0,0,0.27682,0,0,0,0.0006,0,0,0.07358,0.04496,0,0,0,0.04176,0.12918,4.30002,0.09453,1.32797,0,0,0,0
Clostridium_ventriculi,0.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungatella_hathewayi,0,0,0,0,0.0002,0,0.00689,0,0,0,0.00978,0,0,0,0.00468,0,0,0.00453,0.01192,0,0.00217,0,0,0.04316,0,0.00024,0.02475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07147,0.0177,0,0,0,0,0,0.06585,0,0,0.0202,0.00867,0.03402,0.00261,0.01887
Lactonifactor_longoviformis,0.03671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895,0,0.02533,0,0,0,0,0,0,0,0,0,0.02182,0,0,0,0,0,0.00536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_brachy,0,0.01301,0,0,0,0,0,0.0011,0,0,0,0.0003,0,0,0,0,0,0.0022,0,0,0,0,0.00181,0,0.0019,0,0.00902,0.0009,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_infirmum,0.00039,0,0,0,0,0,0,0.00667,0.01812,0,0,0,0,0,0,0,0.00519,0,0,0.00168,0,0,0.00093,0,0,0.00049,0.00128,0.00033,0,0,0.00989,0,0,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468,0,0,0,0.00288,0,0
Eubacterium_nodatum,0.00247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_saphenum,0,0,0,0,0,0,0,0,0.0165,0,0.0019,0.00085,0,0,0,0,0.00862,0,0,0,0,0,0,0,0,0,0.00279,0,0.00134,0.00067,0.00815,0.00171,0,0.00994,0,0,0,0.02164,0,0,0,0,0.00062,0,0,0,0,0,0.00068,0,0,0,0.01444,0,0.00053
Eubacterium_sulci,0.00067,0.03076,0,0.01655,0.0138,0.01829,0,0.11379,0.32094,0.00329,0.02589,0.08476,0.05449,0,0,0.04835,0.01637,0.00703,0.00156,0.06074,0.00778,0,0.03081,0,0.03093,0.02424,0.04573,0.0529,0.02495,0.00211,0.04344,0.01059,0.00213,0.01677,0.00701,0.00409,0.01889,0.01796,0,0,0,0.00125,0.00122,0,0,0,0.00621,0.00461,0.00729,0.016,0.01732,0,0.02306,0,0.01513
Mogibacterium_diversum,0.02204,0.08198,0,0.00907,0.02723,0.03957,0.00762,0.01451,0.05166,0.0014,0.01535,0.02593,0.06581,0,0,0.13508,0.00213,0.00509,0.00048,0.05444,0.0024,0,0.05025,0,0.06498,0.04221,0.0365,0.05815,0.00671,0.00868,0.0044,0.00484,0.00261,0.00604,0,0.00225,0.02683,0.01616,0,0,0,0.00452,0,0,0.00883,0,0.00151,0.01082,0.00204,0.0083,0.01187,0,0.03451,0.00758,0.01805
Mogibacterium_pumilum,0,0.00031,0,0,0,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0
Mogibacterium_timidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestinimonas_butyriciproducens,0.01677,0,0,0,0.00771,0,0,0,0,0.00884,0,0,0,0.01243,0.04711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863,0,0,0,0.03749,0,0.00432,0,0,0,0,0,0,0.01118,0,0,0,0,0,0,0,0,0,0,0,0.02667,0
Lawsonibacter_asaccharolyticus,0,0,0,0,0,0,0.0033,0,0,0.00331,0,0,0,0,0.00666,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0.00285,0,0,0,0,0,0,0,0.01115,0,0,0,0,0.07035,0,0,0,0,0,0,0,0.00256,0.00099
Monoglobus_pectinilyticus,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0,0,0,0,0,0,0,0,0.02829,0,0,0,0.02518,0
Anaerofustis_stercorihominis,0,0,0,0,0.00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0.00371,0,0.01999,0,0,0,0,0,0.01045,0,0,0,0,0,0,0,0,0,0.05199,0.00097,0,0,0,0,0,0,0,0,0.00091,0,0,0
Eubacteriaceae_bacterium_CHKCI005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_callanderi,0,0,0,0.06181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02355,0,0
Eubacterium_dolichum_CAG_375,0,0.29289,0,0,0,0,0,0,0,0,0.4196,0.00073,0.00032,0,0,0.00233,0,0,0,0.01084,0,0,0,0,0,0.08913,0.00254,0,0,0,0,0,0,0,0,0,0,0,0.00705,0.00524,0,0,0,0,0,0,0,0.00805,0,0,0,0,0,0,0
